tconst	originalTitle	directors	runtimeMinutes
tt0023622	Trouble in Paradise	nm0523932	83
tt0023642	Union Depot	nm0337586	67
tt0023645	Gli uomini, che mascalzoni...	nm0131460	64
tt0023739	The Acting Business	nm0202376	54
tt0023740	Adorable	nm0226189	88
tt0023741	Advise to the Lovelorn	nm0921288	62
tt0023743	After the Ball	nm0743099	70
tt0023744	Aggie Appleby, Maker of Men	nm0762263	73
tt0023764	Arizona to Broadway	nm0864006	66
tt0023786	Bed of Roses	nm0478441	67
tt0023787	A Bedtime Story	nm0851537	87
tt0023796	Best of Enemies	nm0416861	72
tt0023825	Bombshell	nm0281808	96
tt0023860	By Candlelight	nm0001843	70
tt0023896	Clear All Wires!	nm0384276	78
tt0023912	The Cowboy Counsellor	nm0577654	62
tt0023926	Dancing Lady	nm0502752	92
tt0023940	Design for Living	nm0523932	91
tt0023955	Doctor Bull	nm0000406	77
tt0023982	Elmer, the Great	nm0503777	72
tt0023998	Face in the Sky	nm0480046	77
tt0024008	Female	nm0226189,nm0920074,nm0002031	60
tt0024025	Flying Down to Rio	nm0293260	89
tt0024028	Footlight Parade	nm0045800	104
tt0024034	42nd Street	nm0045800	89
tt0024066	Glückliche Reise	nm0002154	83
tt0024072	Goldie Gets Along	nm0820461	68
tt0024073	The Good Companions	nm0767701	113
tt0024075	Goodbye Again	nm0002031	66
tt0024090	Hard to Handle	nm0503777	78
tt0024113	Her Secret	nm0587612	73
tt0024124	His Private Secretary	nm0926171	60
tt0024140	Horse Play	nm0781292	67
tt0024157	I Lived with You	nm0002061	100
tt0024159	I Loved You Wednesday	nm0454771,nm0580017	80
tt0024166	I'm No Angel	nm0749484	87
tt0024205	Kazdemu wolno kochac	nm0912381,nm0470463	80
tt0024211	The Keyhole	nm0002031	69
tt0024221	The King's Vacation	nm0012317	61
tt0024236	Lachende Erben	nm0649097	76
tt0024237	Ladies Must Love	nm0243295	70
tt0024251	Liebe muss verstanden sein	nm0826094	87
tt0024254	Ein Lied geht um die Welt	nm0652650	96
tt0024262	The Little Giant	nm0215877	76
tt0024271	Love Birds	nm0782682	61
tt0024298	The Man from Toronto	nm0384682	77
tt0024323	Melody Cruise	nm0762263	76
tt0024345	Dziesiec procent dla mnie	nm0306599	88
tt0024358	Mr. Skitch	nm0190516	70
tt0024370	Die Nacht der großen Liebe	nm0902006	95
tt0024385	No dejes la puerta abierta	nm0782597	76
tt0024396	The Nuisance	nm0176699	83
tt0024414	One Sunday Afternoon	nm0731596	85
tt0024421	Our Betters	nm0002030	83
tt0024436	Perfect Understanding	nm0306875	80
tt0024455	Pleasure Cruise	nm0878338	72
tt0024475	The Prizefighter and the Lady	nm0886754,nm0001328	102
tt0024476	Professional Sweetheart	nm0782682	73
tt0024480	Quatorze Juillet	nm0163229	86
tt0024484	Rafter Romance	nm0782682	73
tt0024571	Skandal in Budapest	nm0902006,nm0782804	83
tt0024582	So ein Mädel vergißt man nicht	nm0466776	92
tt0024610	State Fair	nm0454771	99
tt0024654	They Just Had to Get Married	nm0524995	69
tt0024729	Vi som går kjøkkenveien	nm0406591	97
tt0024755	The Way to Love	nm0851537	80
tt0024763	When Ladies Meet	nm0502752,nm0064600	85
tt0024785	The Working Man	nm0012317	78
tt0024808	365 Nights in Hollywood	nm0550892	77
tt0024823	All the King's Horses	nm0878338	87
tt0024844	L'Atalante	nm0897118	89
tt0024855	Bachelor Bait	nm0828419	74
tt0024897	Blind Date	nm0624756	72
tt0024955	Carnival in Paris	nm0857949	22
tt0024956	Carolina	nm0454771	85
tt0024984	City Limits	nm0631438	67
tt0024993	College Rhythm	nm0851537	86
tt0025003	Counsel on De Fence	nm0727999	20
tt0025005	The Countess of Monte Cristo	nm0005713	78
tt0025028	Dames	nm0000923,nm0258015	91
tt0025050	Dirty Work	nm0909398	70
tt0025066	Down to Their Last Yacht	nm0806061	64
tt0025076	Easy to Love	nm0445033	61
tt0025078	Einmal eine große Dame sein	nm0483944	90
tt0025094	Evergreen	nm0767701	94
tt0025102	Fasters millioner	nm0596410	90
tt0025116	Die Finanzen des Großherzogs	nm0345073	96
tt0025132	Forsaking All Others	nm0886754	83
tt0025141	Friends of Mr. Sweeney	nm0524995	68
tt0025152	Fugitive Road	nm0833965,nm0002233	69
tt0025158	Gado Bravo	nm0519845,nm0636494	115
tt0025164	The Gay Divorcee	nm0762263	107
tt0025170	Gift of Gab	nm0005713	70
tt0025171	Girl Trouble	nm0169243	30
tt0025173	The Girl from Missouri	nm0176699,nm0939992	75
tt0025176	Vagabond Lady	nm0853130	71
tt0025219	Happiness Ahead	nm0503777	86
tt0025221	Harold Teen	nm0744954	66
tt0025238	Here Comes the Navy	nm0045800	87
tt0025248	Hej-rup!	nm0294758	99
tt0025284	I Sell Anything	nm0282984	70
tt0025287	I'll Fix It	nm0624756	68
tt0025290	I've Got Your Number	nm0258015	69
tt0025295	Ida regénye	nm0782804	75
tt0025316	It Happened One Night	nm0001008	105
tt0025335	Judge Priest	nm0000406	80
tt0025340	Kansas City Princess	nm0445033	64
tt0025349	King Kelly of the U.S.A.	nm0276299	66
tt0025351	Kiss and Make-Up	nm0860194	78
tt0025355	Krach um Jolanthe	nm0296193	99
tt0025363	Ladies Should Listen	nm0878338	62
tt0025366	Lady by Choice	nm0123556	76
tt0025380	Let's Be Ritzy	nm0524995	68
tt0025417	Long Lost Father	nm0774325	63
tt0025435	Love at Second Sight	nm0581721	65
tt0025439	The Luck of a Sailor	nm0590701	66
tt0025447	Malle gevallen	nm0818423	94
tt0025463	Manhattan Love Song	nm0276299	73
tt0025478	Maskerade	nm0286924	90
tt0025480	Mauvaise graine	nm0000697,nm0261971	86
tt0025486	Melody in Spring	nm0572851	75
tt0025493	The Merry Widow	nm0523932	99
tt0025500	Midnight Alibi	nm0189076	58
tt0025536	Music in the Air	nm0562004	85
tt0025540	My Song for You	nm0002061	85
tt0025542	Myrt and Marge	nm0090213	62
tt0025574	No Sleep on the Deep	nm0006943	21
tt0025593	Let's Live Tonight	nm0006276	75
tt0025612	The Outcast	nm0497961	74
tt0025628	Paree, Paree	nm0533073	21
tt0025630	The Party's Over	nm0485943	68
tt0025681	The Private Life of Don Juan	nm0466099	89
tt0025690	The Pursuit of Happiness	nm0355284	75
tt0025702	Ready for Love	nm0314351	77
tt0025718	The Richest Girl in the World	nm0782682	76
tt0025731	Romance in Manhattan	nm0731596	77
tt0025732	Romance in the Rain	nm0908234	70
tt0025755	Search for Beauty	nm0448915	78
tt0025766	Servants' Entrance	nm0515979	88
tt0025775	She Made Her Bed	nm0614634	71
tt0025802	Sluby ulanskie	nm0470463	73
tt0025803	Smarty	nm0282984	65
tt0025809	Something Always Happens	nm0003836	69
tt0025810	Something Simple	nm0153713,nm0917394	20
tt0025832	En stilla flirt	nm0596410	86
tt0025833	Stingaree	nm0920074	77
tt0025834	Stolen Sweets	nm0861703	75
tt0025880	Thirty Day Princess	nm0314351	74
tt0025890	Three on a Honeymoon	nm0864006	65
tt0025914	Trouble in Store	nm0176971	39
tt0025919	Twentieth Century	nm0001328	91
tt0025924	Two Heads on a Pillow	nm0631438	68
tt0025925	Two Hearts in Waltz Time	nm0303120,nm0562004	80
tt0025945	A Very Honorable Guy	nm0045800	62
tt0025957	Ein Walzer für dich	nm0957538	81
tt0025982	Where Sinners Meet	nm0747844	72
tt0026019	Young and Beautiful	nm0763798	68
tt0026034	Accent on Youth	nm0749484	77
tt0026039	Adventurous Knights	nm0730905	56
tt0026041	The Affair of Susan	nm0627087	62
tt0026055	Alibi Ike	nm0258015	72
tt0026056	Alice Adams	nm0828419	99
tt0026093	Bad Boy	nm0090007	56
tt0026117	Biography of a Bachelor Girl	nm0341486	82
tt0026137	The Bride Comes Home	nm0749484	83
tt0026142	Broadway Gondolier	nm0045800	99
tt0026143	Broadway Hostess	nm0567757	68
tt0026166	Calm Yourself	nm0782707	70
tt0026173	Cappy Ricks Returns	nm0942611	69
tt0026176	Captain Hurricane	nm0731910	72
tt0026181	Carnival	nm0485943	77
tt0026211	The Church Mouse	nm0052217	76
tt0026234	Coronado	nm0572851	77
tt0026239	The County Chairman	nm0090007	80
tt0026256	Dance Band	nm0890085	75
tt0026276	The Devil Is a Woman	nm0903049	79
tt0026282	Dizzy Dames	nm0631438	65
tt0026289	Don't Bet on Blondes	nm0282984	59
tt0026313	Enchanted April	nm0064600	66
tt0026314	Endstation	nm0256586	90
tt0026315	Enter Madame!	nm0637790	83
tt0026319	Escapade	nm0502752	92
tt0026324	Eva	nm0726256	96
tt0026325	Every Night at Eight	nm0909825	80
tt0026333	False Pretenses	nm0006943	68
tt0026338	The Farmer Takes a Wife	nm0281808	91
tt0026388	Front Page Woman	nm0002031	82
tt0026400	The Gay Deception	nm0943758	77
tt0026403	George White's 1935 Scandals	nm0924824,nm0480046,nm0864006	84
tt0026409	The Gilded Lily	nm0749484	80
tt0026410	Ginger	nm0782597	80
tt0026411	The Girl Friend	nm0125636	67
tt0026420	Going Highbrow	nm0282984	67
tt0026424	The Good Fairy	nm0943758	98
tt0026426	The Goose and the Gander	nm0337586	65
tt0026452	Hands Across the Table	nm0500552	80
tt0026453	Happiness C.O.D.	nm0006943	69
tt0026457	Hayseed Romance	nm0006943	19
tt0026466	Here Comes the Band	nm0806061	86
tt0026467	Here's to Romance	nm0337586	82
tt0026507	I Dream Too Much	nm0188669	97
tt0026512	I Live for Love	nm0000923	64
tt0026519	If You Could Only Cook	nm0782682	72
tt0026523	In Caliente	nm0045800	84
tt0026525	In Person	nm0782682	87
tt0026535	It Happened in New York	nm0189076	75
tt0026536	It Happened in Paris	nm0715346,nm0943753	68
tt0026539	It's a Small World	nm0191899	70
tt0026558	Kaikki rakastavat	nm0882795	80
tt0026564	La kermesse héroïque	nm0275494	110
tt0026581	Krach im Hinterhaus	nm0363235	83
tt0026588	Köszönöm, hogy elgázolt	nm0617358	88
tt0026595	Lady Tubbs	nm0189076	69
tt0026616	Lazybones	nm0003836	65
tt0026653	Lottery Lover	nm0857949	82
tt0026655	The Love Test	nm0003836	63
tt0026656	Love in Bloom	nm0637790	75
tt0026671	The Man Who Broke the Bank at Monte Carlo	nm0731596	71
tt0026677	Manewry milosne	nm0637450,nm0866299	62
tt0026679	Manhattan Moon	nm0908234	67
tt0026691	Maybe It's Love	nm0568915	63
tt0026694	Me and Marlborough	nm0767701	84
tt0026714	A Midsummer Night's Dream	nm0226189,nm0718121	133
tt0026737	Munkbrogreven	nm0909436,nm0002158	83
tt0026787	No More Ladies	nm0341486,nm0002030	80
tt0026810	The Old Homestead	nm0631438	73
tt0026821	One Hour Late	nm0614634	74
tt0026824	One Run Elmer	nm0006943	19
tt0026840	Page Miss Glory	nm0503777	93
tt0026860	People Will Talk	nm0763453	67
tt0026864	The Perfect Gentleman	nm0924065	72
tt0026865	Personal Maid's Secret	nm0172151	58
tt0026897	The Public Menace	nm0448915	72
tt0026901	Pursuit	nm0547446	60
tt0026910	The Rainmakers	nm0347451	78
tt0026919	Red Salute	nm0485647	80
tt0026942	Roberta	nm0782682	106
tt0026955	Ruggles of Red Gap	nm0564970	90
tt0026978	Seven Keys to Baldpate	nm0453245,nm0358213	80
tt0026986	She Married Her Boss	nm0478441	85
tt0027014	The Smart Set-Up	nm0533073	19
tt0027016	Smålänningar	nm0734845	106
tt0027021	Society Fever	nm0833965	66
tt0027033	Splendor	nm0637790	75
tt0027037	Squibs	nm0250038	77
tt0027038	Señora casada necesita marido	nm0864006	72
tt0027040	Star of Midnight	nm0731596	90
tt0027042	Steamboat Round the Bend	nm0000406	82
tt0027051	Strange Wives	nm0861703	75
tt0027067	Sylvia Scarlett	nm0002030	95
tt0027080	Tars and Stripes	nm0006943	20
tt0027083	$10 Raise	nm0550892	70
tt0027088	Thanks a Million	nm0215877	87
tt0027098	Three Live Ghosts	nm0401680	61
tt0027125	Top Hat	nm0762263	101
tt0027133	Traveling Saleslady	nm0258015	63
tt0027148	Two Fisted	nm0190516	60
tt0027191	Welcome Home	nm0864006	73
tt0027215	The Widow from Monte Carlo	nm0172151	60
tt0027229	Women Must Dress	nm0054977	76
tt0027231	Yidl mitn fidl	nm0338017,nm0637450	92
tt0027286	The Amazing Quest of Ernest Bliss	nm0954394	80
tt0027287	Amazzoni bianche	nm0726729	83
tt0027293	And So They Were Married	nm0637790	74
tt0027311	As You Like It	nm0194492	96
tt0027329	Ball at Savoy	nm0359310	75
tt0027331	Banjo on My Knee	nm0188669	95
tt0027340	Bedzie lepiej	nm0913773	92
tt0027359	The Big Noise	nm0567757	57
tt0027395	The Bride Walks Out	nm0419265	75
tt0027396	Brides Are Like That	nm0568915	67
tt0027405	Budai cukrászda	nm0311174	90
tt0027408	Bunker Bean	nm0453245,nm0358213	67
tt0027413	Cain and Mabel	nm0045800	90
tt0027443	Chatterbox	nm0629519	68
tt0027455	Colleen	nm0337586	89
tt0027458	Come Closer, Folks	nm0496505	61
tt0027495	Dancing Feet	nm0763798	70
tt0027515	Desire	nm0097648	95
tt0027528	Dishonour Bright	nm0909398	83
tt0027541	Doughnuts and Society	nm0172485	63
tt0027557	Dunaparti randevú	nm0782804	65
tt0027581	Eskapade	nm0913297	98
tt0027593	The Ex-Mrs. Bradford	nm0731596	82
tt0027630	Follow the Fleet	nm0762263	110
tt0027648	Fräulein Veronika	nm0363235	81
tt0027667	Gentle Julia	nm0090007	62
tt0027686	Gold Diggers of 1937	nm0045800	101
tt0027740	Hideaway Girl	nm0002179	72
tt0027749	His Lordship	nm0556737	73
tt0027754	Das Hofkonzert	nm0802862	85
tt0027807	It Couldn't Have Happened (But It Did)	nm0005847	70
tt0027813	Jadzia	nm0470463	74
tt0027840	Kelly the Second	nm0576940	70
tt0027847	The King Steps Out	nm0903049	85
tt0027860	Ladies in Love	nm0341486	97
tt0027861	Lady Be Careful	nm0715716	72
tt0027871	Laughing Irish Eyes	nm0763798	70
tt0027884	Libeled Lady	nm0176699	98
tt0027907	Lovagias ügy	nm0782804	78
tt0027909	Love Begins at Twenty	nm0567757	58
tt0027912	Love in Exile	nm0921288	63
tt0027913	Love on a Bet	nm0419265	77
tt0027914	Love on the Run	nm0886754	80
tt0027922	Ma non è una cosa seria	nm0131460	79
tt0027958	Meseautó	nm0311174	99
tt0027967	Mieheke	nm0882795	80
tt0027985	More Than a Secretary	nm0337586	77
tt0027996	Mr. Deeds Goes to Town	nm0001008	115
tt0027999	Mummy's Boys	nm0347451	68
tt0028005	The Music Goes 'Round	nm0006276	86
tt0028010	My Man Godfrey	nm0478441	94
tt0028056	Old Hutch	nm0747844	80
tt0028062	One Rainy Afternoon	nm0498174	81
tt0028063	One in a Million	nm0485647	95
tt0028097	Petticoat Fever	nm0280463	80
tt0028101	The Phantom of the Range	nm0384616	57
tt0028102	Piccadilly Jim	nm0502752	95
tt0028115	Pókháló	nm0051361	78
tt0028138	The Princess Comes Across	nm0397678	76
tt0028150	Rio Grande Romance	nm0384616	69
tt0028151	På Solsidan	nm0596410	92
tt0028168	Rendezvous in Wien	nm0418131	82
tt0028206	Rose Bowl	nm0059106	75
tt0028269	Small Town Girl	nm0920074,nm0502752	106
tt0028272	Snowed Under	nm0258015	63
tt0028298	Sportszerelem	nm0439107,nm0267603	64
tt0028333	Swing Time	nm0828419	103
tt0028342	Taming the Wild	nm0384616	55
tt0028347	La tendre ennemie	nm0649097	69
tt0028354	That Girl from Paris	nm0419265	104
tt0028355	Theodora Goes Wild	nm0092915	94
tt0028373	Three Smart Girls	nm0467396	84
tt0028375	Three of a Kind	nm0005847	68
tt0028380	Ticket to Paradise	nm0780009	67
tt0028409	30 secondi d'amore	nm0094801	66
tt0028432	Two in a Crowd	nm0337586	85
tt0028434	Two's Company	nm0924065	64
tt0028443	Under Your Spell	nm0695937	62
tt0028445	Partie de campagne	nm0719756	40
tt0028446	Wer zuletzt küßt...	nm0256586	85
tt0028454	Vaimoke	nm0882795	82
tt0028486	Wedding Present	nm0908831	81
tt0028490	Wenn wir alle Engel wären	nm0296193	99
tt0028505	Wife vs. Secretary	nm0113284	88
tt0028510	Winds of the Wasteland	nm0942611	54
tt0028527	Yours for the Asking	nm0355284	68
tt0028553	Adolf Armstarke	nm0909436	87
tt0028555	The Adventurous Blonde	nm0567757	61
tt0028575	Angel	nm0523932	91
tt0028588	As Good as Married	nm0125636	73
tt0028597	The Awful Truth	nm0564970	90
tt0028616	Beg, Borrow or Steal	nm0857949	72
tt0028619	Behind the Mike	nm0758508	68
tt0028659	Breakfast for Two	nm0763453	67
tt0028661	The Bride Wore Red	nm0002188	103
tt0028676	Café Metropole	nm0341486	83
tt0028722	Clarence	nm0002179	64
tt0028727	Clothes and the Woman	nm0184005	70
tt0028757	A Damsel in Distress	nm0828419	101
tt0028761	Danger - Love at Work	nm0695937	84
tt0028764	Dangerous Number	nm0861703	71
tt0028804	Double Wedding	nm0861703	87
tt0028806	Double or Nothing	nm0715716	90
tt0028816	Easy Living	nm0500552	88
tt0028842	Ever Since Eve	nm0045800	80
tt0028847	Faisons un rêve...	nm0347589	86
tt0028868	Fight for Your Lady	nm0831577	66
tt0028876	Fit for a King	nm0781292	73
tt0028887	The Footloose Heiress	nm0166058	59
tt0028902	Freylikhe kabtsonim	nm0877223,nm0419967	62
tt0028939	The Go Getter	nm0000923	92
tt0028953	The Great Garrick	nm0001843	89
tt0028957	Green Fields	nm0070003,nm0880618	106
tt0028973	Die göttliche Jette	nm0913297	97
tt0028977	A harapós férj	nm0445454	88
tt0028999	High Hat	nm0762616	70
tt0029006	Hitting a New High	nm0909825	85
tt0029007	Ho perduto mio marito	nm0345500	86
tt0029010	Hollywood Hotel	nm0000923	109
tt0029036	I Met Him in Paris	nm0749484	86
tt0029056	It Happened in Hollywood	nm0480046	67
tt0029057	It's All Yours	nm0637790	80
tt0029072	Juurakon Hulda	nm0882795	82
tt0029082	The King and the Chorus Girl	nm0503777	94
tt0029096	Ksiazatko	nm0843869,nm0866299	80
tt0029099	A kölcsönkért kastély	nm0883334	85
tt0029102	Lady Behave!	nm0180987	70
tt0029115	Lassie from Lancashire	nm0141351	81
tt0029143	Life Begins with Love	nm0564971	72
tt0029145	The Life of the Party	nm0782682	77
tt0029158	Living on Love	nm0484645	61
tt0029165	Love Is News	nm0307819	77
tt0029172	Love in a Bungalow	nm0564971	67
tt0029186	Maga lesz a férjem	nm0311174	72
tt0029192	Make Way for Tomorrow	nm0564970	91
tt0029195	Mama Runs Wild	nm0823864	67
tt0029196	Mama Steps Out	nm0782707	65
tt0029197	Mámi	nm0903160	84
tt0029210	Der Mann, der Sherlock Holmes war	nm0366781	116
tt0029219	Marry the Girl	nm0568915	68
tt0029223	Meet the Boy Friend	nm0823864	63
tt0029228	Melody and Romance	nm0002061	71
tt0029234	Merry-Go-Round of 1938	nm0191899	87
tt0029266	Mr. Boggs Steps Out	nm0928781	68
tt0029270	Much Ado About Nothing	nm0641007	10
tt0029279	Der Mustergatte	nm0509327	95
tt0029284	My Favorite Wife	nm0437717	88
tt0029293	Naples au baiser de feu	nm0312866	83
tt0029303	New Faces of 1937	nm0419265	100
tt0029327	O, en så'n natt!	nm0377613	86
tt0029332	Off to the Races	nm0833965	58
tt0029345	On the Avenue	nm0215877	89
tt0029364	Over the Goal	nm0809467	63
tt0029371	Pani minister tanczy	nm0306599	82
tt0029382	Patricia Gets Her Man	nm0700791	68
tt0029395	Personal Property	nm0886754	84
tt0029431	Porky's Romance	nm0850895	8
tt0029438	Prescription for Romance	nm0800373	70
tt0029454	Quality Street	nm0828419	83
tt0029467	Ready, Willing and Able	nm0258015	93
tt0029482	Rhythm in the Clouds	nm0041678	62
tt0029496	The Romance of Digestion	nm0270765	8
tt0029516	Saratoga	nm0176699	92
tt0029521	Der Schimmelkrieg in der Holledau	nm0513655	83
tt0029522	School for Husbands	nm0554249	71
tt0029529	Second Honeymoon	nm0485943	84
tt0029546	Shall We Dance	nm0762263	109
tt0029550	She Shall Have Music	nm0386785	91
tt0029559	Sieben Ohrfeigen	nm0552871	97
tt0029562	Il signor Max	nm0131460	86
tt0029563	Silks and Saddles	nm0384616	63
tt0029566	Sing While You're Able	nm0624714	66
tt0029571	The Singing Marine	nm0258015	105
tt0029576	Skicka hem Nr. 7	nm0906291,nm0062183	84
tt0029580	Small Town Boy	nm0874497	63
tt0029605	Stand-In	nm0307819	91
tt0029611	Storm in a Teacup	nm0767701,nm0198202	87
tt0029625	Sweetheart of the Navy	nm0543836	61
tt0029649	Thanks for Listening	nm0624714	62
tt0029652	That Man's Here Again	nm0003422	58
tt0029657	They Wanted to Marry	nm0484645	60
tt0029659	Thin Ice	nm0485647	79
tt0029663	This Way Please	nm0282984	75
tt0029666	Three Legionnaires	nm0532187	65
tt0029668	Thrill of a Lifetime	nm0002179	75
tt0029673	Time Out for Romance	nm0820461	72
tt0029682	Topper	nm0572851	97
tt0029720	Der Unwiderstehliche	nm0902006	83
tt0029737	Vogues of 1938	nm0191899	109
tt0029742	Waikiki Wedding	nm0878338	89
tt0029749	We Have Our Moments	nm0921288	65
tt0029761	When You're in Love	nm0480046,nm0728307	110
tt0029764	When's Your Birthday?	nm0163332,nm0064600	75
tt0029775	Wife, Doctor and Nurse	nm0485943	85
tt0029789	Woman Chases Man	nm0090007	71
tt0029794	Women of Glamour	nm0928781	68
tt0029804	You Can't Beat Love	nm0127511	62
tt0029806	You Can't Have Everything	nm0851537	100
tt0029861	Always Goodbye	nm0485647	75
tt0029872	Annabel Takes a Tour	nm0484645	67
tt0029885	Artists and Models Abroad	nm0500552	90
tt0029893	Baldevins bröllop	nm0512798,nm0906291	100
tt0029899	The Baroness and the Butler	nm0485943	80
tt0029915	Billy the Kid Returns	nm0437356	53
tt0029918	The Black Doll	nm0308178	66
tt0029925	Blond Cheat	nm0763798	62
tt0029929	Bluebeard's Eighth Wife	nm0523932	85
tt0029932	Bogataya nevesta	nm0701576	93
tt0029947	Bringing Up Baby	nm0001328	102
tt0029958	Bør Børson Jr.	nm0762489,nm1227768	92
tt0029971	Carefree	nm0762263	83
tt0029983	Change of Heart	nm0864006	59
tt0030000	Cocoanut Grove	nm0763453	85
tt0030018	The Cowboy and the Lady	nm0693281,nm0374702,nm0943758	91
tt0030021	Crackerjack	nm0184005	76
tt0030063	The Divorce of Lady X	nm0924065	92
tt0030102	Eravamo 7 sorelle	nm0538966	97
tt0030108	Everybody Sing	nm0547446	91
tt0030109	Everybody's Doing It	nm0127511	67
tt0030111	Expensive Husbands	nm0175265	62
tt0030145	Fools for Scandal	nm0503777	80
tt0030151	Four's a Crowd	nm0002031	92
tt0030171	Garden of the Moon	nm0000923	94
tt0030172	Gastspiel im Paradies	nm0366781	96
tt0030181	The Girl Downstairs	nm0851537	77
tt0030185	Give Me a Sailor	nm0637790	80
tt0030190	Going Places	nm0258015	84
tt0030191	Gold Diggers in Paris	nm0258015	97
tt0030194	The Goldwyn Follies	nm0550892,nm0693281	122
tt0030214	Hard to Get	nm0258015	82
tt0030216	Having Wonderful Time	nm0763453	70
tt0030221	Stardust	nm0114266	75
tt0030227	Heiraten - aber wen?	nm0091380	87
tt0030236	His Exciting Night	nm0576940	61
tt0030240	Hold That Kiss	nm0547446	79
tt0030241	Holiday	nm0002030	95
tt0030262	I'm from the City	nm0391750	66
tt0030264	Ich liebe dich	nm0783509	84
tt0030267	Immer wenn ich glücklich bin..!	nm0482742	94
